Date,Price,Date,Open,High,Low,Close price,Vol.,Change %,,Volatility,Daily volatility,,,,,,,,,,,,,,,,,
"Jan 22, 2021"," ₹ 3,841.47 ","Jan 22, 2021"," ₹ 3,844.24 "," ₹ 3,852.31 "," ₹ 3,830.41 "," ₹ 3,841.47 ",-,-0.30%,0%,21.9,0.60%,,,,,,,,,,,,,,,,,
"Jan 21, 2021"," ₹ 3,853.07 ","Jan 21, 2021"," ₹ 3,857.46 "," ₹ 3,861.45 "," ₹ 3,845.05 "," ₹ 3,853.07 ",-,0.03%,0%,16.4,0.40%,,,,,,,,,,,,,,,,,
"Jan 20, 2021"," ₹ 3,851.85 ","Jan 20, 2021"," ₹ 3,816.22 "," ₹ 3,859.75 "," ₹ 3,816.22 "," ₹ 3,851.85 ",-,1.39%,1%,43.53,1.10%,,,,,,,,,,,,,,,,,
"Jan 19, 2021"," ₹ 3,798.91 ","Jan 19, 2021"," ₹ 3,781.88 "," ₹ 3,804.53 "," ₹ 3,780.37 "," ₹ 3,798.91 ",-,0.81%,1%,24.16,0.60%,,,,,,,,,,,,,,,,,
"Jan 15, 2021"," ₹ 3,768.25 ","Jan 15, 2021"," ₹ 3,788.73 "," ₹ 3,788.73 "," ₹ 3,749.62 "," ₹ 3,768.25 ",-,-0.72%,1%,39.11,1.00%,,,,,,,,,,,,,,,,,
"Jan 14, 2021"," ₹ 3,795.54 ","Jan 14, 2021"," ₹ 3,814.98 "," ₹ 3,823.60 "," ₹ 3,792.86 "," ₹ 3,795.54 ",-,-0.38%,0%,30.74,0.80%,,,,,,,,,,,,,,,,,
"Jan 13, 2021"," ₹ 3,809.84 ","Jan 13, 2021"," ₹ 3,802.23 "," ₹ 3,820.96 "," ₹ 3,791.50 "," ₹ 3,809.84 ",-,0.23%,0%,29.46,0.80%,,,,,,,,,,,,,,,,,
"Jan 12, 2021"," ₹ 3,801.19 ","Jan 12, 2021"," ₹ 3,801.62 "," ₹ 3,810.78 "," ₹ 3,776.51 "," ₹ 3,801.19 ",-,0.04%,0%,34.27,0.90%,,,,,,,,,,,,,,,,,
"Jan 11, 2021"," ₹ 3,799.61 ","Jan 11, 2021"," ₹ 3,803.14 "," ₹ 3,817.86 "," ₹ 3,789.02 "," ₹ 3,799.61 ",-,-0.66%,1%,28.84,0.80%,,,,,,,,,,,,,,,,,
"Jan 08, 2021"," ₹ 3,824.68 ","Jan 08, 2021"," ₹ 3,815.05 "," ₹ 3,826.69 "," ₹ 3,783.60 "," ₹ 3,824.68 ",-,0.55%,1%,43.09,1.10%,,,,,,,,,,,,,,,,,
"Jan 07, 2021"," ₹ 3,803.79 ","Jan 07, 2021"," ₹ 3,764.71 "," ₹ 3,811.55 "," ₹ 3,764.71 "," ₹ 3,803.79 ",-,1.48%,1%,46.84,1.20%,,,,,,,,,,,,,,,,,
"Jan 06, 2021"," ₹ 3,748.14 ","Jan 06, 2021"," ₹ 3,712.20 "," ₹ 3,783.04 "," ₹ 3,705.34 "," ₹ 3,748.14 ",-,0.57%,1%,77.7,2.10%,,,,,,,,,,,,,,,,,
"Jan 05, 2021"," ₹ 3,726.86 ","Jan 05, 2021"," ₹ 3,698.02 "," ₹ 3,737.83 "," ₹ 3,695.07 "," ₹ 3,726.86 ",-,0.71%,1%,42.76,1.20%,,,,,,,,,,,,,,,,,
"Jan 04, 2021"," ₹ 3,700.65 ","Jan 04, 2021"," ₹ 3,764.61 "," ₹ 3,769.99 "," ₹ 3,662.71 "," ₹ 3,700.65 ",-,-1.48%,1%,107.28,2.80%,,,,,,,,,,,,,,,,,
"Dec 31, 2020"," ₹ 3,756.07 ","Dec 31, 2020"," ₹ 3,733.27 "," ₹ 3,760.20 "," ₹ 3,726.88 "," ₹ 3,756.07 ",-,0.64%,1%,33.32,0.90%,,,,,,,,,,,,,,,,,
"Dec 30, 2020"," ₹ 3,732.04 ","Dec 30, 2020"," ₹ 3,736.19 "," ₹ 3,744.63 "," ₹ 3,730.21 "," ₹ 3,732.04 ",-,0.13%,0%,14.42,0.40%,,,,,,,,,,,,,,,,,
"Dec 29, 2020"," ₹ 3,727.04 ","Dec 29, 2020"," ₹ 3,750.01 "," ₹ 3,756.12 "," ₹ 3,723.31 "," ₹ 3,727.04 ",-,-0.22%,0%,32.81,0.90%,,,,,,,,,,,,,,,,,
"Dec 28, 2020"," ₹ 3,735.36 ","Dec 28, 2020"," ₹ 3,723.03 "," ₹ 3,740.51 "," ₹ 3,723.03 "," ₹ 3,735.36 ",-,0.87%,1%,17.48,0.50%,,,,,,,,,,,,,,,,,
"Dec 24, 2020"," ₹ 3,703.06 ","Dec 24, 2020"," ₹ 3,694.03 "," ₹ 3,703.82 "," ₹ 3,689.32 "," ₹ 3,703.06 ",-,0.35%,0%,14.5,0.40%,,,,,,,,,,,,,,,,,
"Dec 23, 2020"," ₹ 3,690.01 ","Dec 23, 2020"," ₹ 3,693.42 "," ₹ 3,711.24 "," ₹ 3,689.28 "," ₹ 3,690.01 ",-,0.07%,0%,21.96,0.60%,,,,,,,,,,,,,,,,,
"Dec 22, 2020"," ₹ 3,687.26 ","Dec 22, 2020"," ₹ 3,698.08 "," ₹ 3,698.26 "," ₹ 3,676.16 "," ₹ 3,687.26 ",-,-0.21%,0%,22.1,0.60%,,,,,,,,,,,,,,,,,
"Dec 21, 2020"," ₹ 3,694.92 ","Dec 21, 2020"," ₹ 3,684.28 "," ₹ 3,702.90 "," ₹ 3,636.48 "," ₹ 3,694.92 ",-,-0.39%,0%,66.42,1.80%,,,,,,,,,,,,,,,,,
"Dec 18, 2020"," ₹ 3,709.41 ","Dec 18, 2020"," ₹ 3,722.39 "," ₹ 3,726.70 "," ₹ 3,685.84 "," ₹ 3,709.41 ",-,-0.35%,0%,40.86,1.10%,,,,,,,,,,,,,,,,,
"Dec 17, 2020"," ₹ 3,722.48 ","Dec 17, 2020"," ₹ 3,713.65 "," ₹ 3,725.12 "," ₹ 3,710.87 "," ₹ 3,722.48 ",-,0.58%,1%,14.25,0.40%,,,,,,,,,,,,,,,,,
"Dec 16, 2020"," ₹ 3,701.17 ","Dec 16, 2020"," ₹ 3,696.25 "," ₹ 3,711.27 "," ₹ 3,688.57 "," ₹ 3,701.17 ",-,0.18%,0%,22.7,0.60%,,,,,,,,,,,,,,,,,
"Dec 15, 2020"," ₹ 3,694.62 ","Dec 15, 2020"," ₹ 3,666.41 "," ₹ 3,695.29 "," ₹ 3,659.62 "," ₹ 3,694.62 ",-,1.29%,1%,35.67,1.00%,,,,,,,,,,,,,,,,,
"Dec 14, 2020"," ₹ 3,647.49 ","Dec 14, 2020"," ₹ 3,675.27 "," ₹ 3,697.61 "," ₹ 3,645.84 "," ₹ 3,647.49 ",-,-0.44%,0%,51.77,1.40%,,,,,,,,,,,,,,,,,
"Dec 11, 2020"," ₹ 3,663.46 ","Dec 11, 2020"," ₹ 3,656.08 "," ₹ 3,665.91 "," ₹ 3,633.40 "," ₹ 3,663.46 ",-,-0.13%,0%,32.51,0.90%,,,,,,,,,,,,,,,,,
"Dec 10, 2020"," ₹ 3,668.10 ","Dec 10, 2020"," ₹ 3,659.13 "," ₹ 3,678.49 "," ₹ 3,645.18 "," ₹ 3,668.10 ",-,-0.13%,0%,33.31,0.90%,,,,,,,,,,,,,,,,,
"Dec 09, 2020"," ₹ 3,672.82 ","Dec 09, 2020"," ₹ 3,705.98 "," ₹ 3,712.39 "," ₹ 3,660.54 "," ₹ 3,672.82 ",-,-0.79%,1%,51.85,1.40%,,,,,,,,,,,,,,,,,
"Dec 08, 2020"," ₹ 3,702.25 ","Dec 08, 2020"," ₹ 3,683.05 "," ₹ 3,708.45 "," ₹ 3,678.83 "," ₹ 3,702.25 ",-,0.28%,0%,29.62,0.80%,,,,,,,,,,,,,,,,,
"Dec 07, 2020"," ₹ 3,691.96 ","Dec 07, 2020"," ₹ 3,694.73 "," ₹ 3,697.41 "," ₹ 3,678.88 "," ₹ 3,691.96 ",-,-0.19%,0%,18.53,0.50%,,,,,,,,,,,,,,,,,
"Dec 04, 2020"," ₹ 3,699.12 ","Dec 04, 2020"," ₹ 3,670.94 "," ₹ 3,699.20 "," ₹ 3,670.94 "," ₹ 3,699.12 ",-,0.88%,1%,28.26,0.80%,,,,,,,,,,,,,,,,,
"Dec 03, 2020"," ₹ 3,666.72 ","Dec 03, 2020"," ₹ 3,668.28 "," ₹ 3,682.73 "," ₹ 3,657.17 "," ₹ 3,666.72 ",-,-0.06%,0%,25.56,0.70%,,,,,,,,,,,,,,,,,
"Dec 02, 2020"," ₹ 3,669.01 ","Dec 02, 2020"," ₹ 3,653.78 "," ₹ 3,670.96 "," ₹ 3,644.84 "," ₹ 3,669.01 ",-,0.18%,0%,26.12,0.70%,,,,,,,,,,,,,,,,,
"Dec 01, 2020"," ₹ 3,662.45 ","Dec 01, 2020"," ₹ 3,645.87 "," ₹ 3,678.45 "," ₹ 3,645.87 "," ₹ 3,662.45 ",-,1.13%,1%,32.58,0.90%,,,,,,,,,,,,,,,,,
"Nov 30, 2020"," ₹ 3,621.63 ","Nov 30, 2020"," ₹ 3,634.18 "," ₹ 3,634.18 "," ₹ 3,594.39 "," ₹ 3,621.63 ",-,-0.46%,0%,39.79,1.10%,,,,,,,,,,,,,,,,,
"Nov 27, 2020"," ₹ 3,638.35 ","Nov 27, 2020"," ₹ 3,638.55 "," ₹ 3,644.31 "," ₹ 3,629.33 "," ₹ 3,638.35 ",-,0.24%,0%,14.98,0.40%,,,,,,,,,,,,,,,,,
"Nov 25, 2020"," ₹ 3,629.65 ","Nov 25, 2020"," ₹ 3,635.50 "," ₹ 3,635.50 "," ₹ 3,617.76 "," ₹ 3,629.65 ",-,-0.16%,0%,17.74,0.50%,,,,,,,,,,,,,,,,,
"Nov 24, 2020"," ₹ 3,635.41 ","Nov 24, 2020"," ₹ 3,594.52 "," ₹ 3,642.31 "," ₹ 3,594.52 "," ₹ 3,635.41 ",-,1.62%,2%,47.79,1.30%,,,,,,,,,,,,,,,,,
"Nov 23, 2020"," ₹ 3,577.59 ","Nov 23, 2020"," ₹ 3,566.82 "," ₹ 3,589.81 "," ₹ 3,552.77 "," ₹ 3,577.59 ",-,0.56%,1%,37.04,1.00%,,,,,,,,,,,,,,,,,
"Nov 20, 2020"," ₹ 3,557.54 ","Nov 20, 2020"," ₹ 3,579.31 "," ₹ 3,581.23 "," ₹ 3,556.85 "," ₹ 3,557.54 ",-,-0.68%,1%,24.38,0.70%,,,,,,,,,,,,,,,,,
"Nov 19, 2020"," ₹ 3,581.87 ","Nov 19, 2020"," ₹ 3,559.41 "," ₹ 3,585.22 "," ₹ 3,543.84 "," ₹ 3,581.87 ",-,0.39%,0%,41.38,1.20%,,,,,,,,,,,,,,,,,
"Nov 18, 2020"," ₹ 3,567.79 ","Nov 18, 2020"," ₹ 3,612.09 "," ₹ 3,619.09 "," ₹ 3,567.33 "," ₹ 3,567.79 ",-,-1.16%,1%,51.76,1.40%,,,,,,,,,,,,,,,,,
"Nov 17, 2020"," ₹ 3,609.53 ","Nov 17, 2020"," ₹ 3,610.31 "," ₹ 3,623.11 "," ₹ 3,588.68 "," ₹ 3,609.53 ",-,-0.48%,0%,34.43,1.00%,,,,,,,,,,,,,,,,,
"Nov 16, 2020"," ₹ 3,626.91 ","Nov 16, 2020"," ₹ 3,600.16 "," ₹ 3,628.51 "," ₹ 3,600.16 "," ₹ 3,626.91 ",-,1.16%,1%,28.35,0.80%,,,,,,,,,,,,,,,,,
"Nov 13, 2020"," ₹ 3,585.15 ","Nov 13, 2020"," ₹ 3,552.57 "," ₹ 3,593.66 "," ₹ 3,552.57 "," ₹ 3,585.15 ",-,1.36%,1%,41.09,1.20%,,,,,,,,,,,,,,,,,
"Nov 12, 2020"," ₹ 3,537.01 ","Nov 12, 2020"," ₹ 3,562.67 "," ₹ 3,569.02 "," ₹ 3,518.58 "," ₹ 3,537.01 ",-,-1.00%,1%,50.44,1.40%,,,,,,,,,,,,,,,,,
"Nov 11, 2020"," ₹ 3,572.66 ","Nov 11, 2020"," ₹ 3,563.22 "," ₹ 3,581.16 "," ₹ 3,557.00 "," ₹ 3,572.66 ",-,0.77%,1%,24.16,0.70%,,,,,,,,,,,,,,,,,
"Nov 10, 2020"," ₹ 3,545.53 ","Nov 10, 2020"," ₹ 3,543.26 "," ₹ 3,557.22 "," ₹ 3,511.91 "," ₹ 3,545.53 ",-,-0.14%,0%,45.31,1.30%,,,,,,,,,,,,,,,,,
"Nov 09, 2020"," ₹ 3,550.50 ","Nov 09, 2020"," ₹ 3,583.04 "," ₹ 3,645.99 "," ₹ 3,547.48 "," ₹ 3,550.50 ",-,1.17%,1%,98.51,2.70%,,,,,,,,,,,,,,,,,
"Nov 06, 2020"," ₹ 3,509.44 ","Nov 06, 2020"," ₹ 3,508.34 "," ₹ 3,521.58 "," ₹ 3,484.34 "," ₹ 3,509.44 ",-,-0.03%,0%,37.24,1.10%,,,,,,,,,,,,,,,,,
"Nov 05, 2020"," ₹ 3,510.45 ","Nov 05, 2020"," ₹ 3,485.74 "," ₹ 3,529.05 "," ₹ 3,485.74 "," ₹ 3,510.45 ",-,1.95%,2%,43.31,1.20%,,,,,,,,,,,,,,,,,
"Nov 04, 2020"," ₹ 3,443.44 ","Nov 04, 2020"," ₹ 3,406.46 "," ₹ 3,486.25 "," ₹ 3,405.17 "," ₹ 3,443.44 ",-,2.20%,2%,81.08,2.40%,,,,,,,,,,,,,,,,,
"Nov 03, 2020"," ₹ 3,369.16 ","Nov 03, 2020"," ₹ 3,336.25 "," ₹ 3,389.49 "," ₹ 3,336.25 "," ₹ 3,369.16 ",-,1.78%,2%,53.24,1.60%,,,,,,,,,,,,,,,,,
"Nov 02, 2020"," ₹ 3,310.24 ","Nov 02, 2020"," ₹ 3,296.20 "," ₹ 3,330.14 "," ₹ 3,279.74 "," ₹ 3,310.24 ",-,1.23%,1%,50.4,1.50%,,,,,,,,,,,,,,,,,
"Oct 30, 2020"," ₹ 3,269.96 ","Oct 30, 2020"," ₹ 3,293.59 "," ₹ 3,304.93 "," ₹ 3,233.94 "," ₹ 3,269.96 ",-,-1.21%,1%,70.99,2.20%,,,,,,,,,,,,,,,,,
"Oct 29, 2020"," ₹ 3,310.11 ","Oct 29, 2020"," ₹ 3,277.17 "," ₹ 3,341.05 "," ₹ 3,259.82 "," ₹ 3,310.11 ",-,1.19%,1%,81.23,2.50%,,,,,,,,,,,,,,,,,
"Oct 28, 2020"," ₹ 3,271.03 ","Oct 28, 2020"," ₹ 3,342.48 "," ₹ 3,342.48 "," ₹ 3,268.89 "," ₹ 3,271.03 ",-,-3.53%,4%,73.59,2.20%,,,,,,,,,,,,,,,,,
"Oct 27, 2020"," ₹ 3,390.68 ","Oct 27, 2020"," ₹ 3,403.15 "," ₹ 3,409.51 "," ₹ 3,388.71 "," ₹ 3,390.68 ",-,-0.30%,0%,20.8,0.60%,,,,,,,,,,,,,,,,,
"Oct 26, 2020"," ₹ 3,400.97 ","Oct 26, 2020"," ₹ 3,441.42 "," ₹ 3,441.42 "," ₹ 3,364.86 "," ₹ 3,400.97 ",-,-1.86%,2%,76.56,2.20%,,,,,,,,,,,,,,,,,
"Oct 23, 2020"," ₹ 3,465.39 ","Oct 23, 2020"," ₹ 3,464.90 "," ₹ 3,466.46 "," ₹ 3,440.45 "," ₹ 3,465.39 ",-,0.34%,0%,26.01,0.80%,,,,,,,,,,,,,,,,,
"Oct 22, 2020"," ₹ 3,453.49 ","Oct 22, 2020"," ₹ 3,438.50 "," ₹ 3,460.53 "," ₹ 3,415.34 "," ₹ 3,453.49 ",-,0.52%,1%,45.19,1.30%,,,,,,,,,,,,,,,,,
"Oct 21, 2020"," ₹ 3,435.56 ","Oct 21, 2020"," ₹ 3,439.91 "," ₹ 3,464.86 "," ₹ 3,433.06 "," ₹ 3,435.56 ",-,-0.22%,0%,31.8,0.90%,,,,,,,,,,,,,,,,,
"Oct 20, 2020"," ₹ 3,443.12 ","Oct 20, 2020"," ₹ 3,439.38 "," ₹ 3,476.93 "," ₹ 3,435.65 "," ₹ 3,443.12 ",-,0.47%,0%,41.28,1.20%,,,,,,,,,,,,,,,,,
"Oct 19, 2020"," ₹ 3,426.92 ","Oct 19, 2020"," ₹ 3,493.66 "," ₹ 3,502.42 "," ₹ 3,419.93 "," ₹ 3,426.92 ",-,-1.63%,2%,82.49,2.40%,,,,,,,,,,,,,,,,,
"Oct 16, 2020"," ₹ 3,483.81 ","Oct 16, 2020"," ₹ 3,493.50 "," ₹ 3,515.76 "," ₹ 3,480.45 "," ₹ 3,483.81 ",-,0.01%,0%,35.31,1.00%,,,,,,,,,,,,,,,,,
"Oct 15, 2020"," ₹ 3,483.34 ","Oct 15, 2020"," ₹ 3,453.72 "," ₹ 3,489.08 "," ₹ 3,440.89 "," ₹ 3,483.34 ",-,-0.15%,0%,48.19,1.40%,,,,,,,,,,,,,,,,,
"Oct 14, 2020"," ₹ 3,488.67 ","Oct 14, 2020"," ₹ 3,515.47 "," ₹ 3,527.94 "," ₹ 3,480.55 "," ₹ 3,488.67 ",-,-0.66%,1%,47.39,1.30%,,,,,,,,,,,,,,,,,
"Oct 13, 2020"," ₹ 3,511.93 ","Oct 13, 2020"," ₹ 3,534.01 "," ₹ 3,534.01 "," ₹ 3,500.86 "," ₹ 3,511.93 ",-,-0.63%,1%,33.15,0.90%,,,,,,,,,,,,,,,,,
"Oct 12, 2020"," ₹ 3,534.22 ","Oct 12, 2020"," ₹ 3,500.02 "," ₹ 3,549.85 "," ₹ 3,499.61 "," ₹ 3,534.22 ",-,1.64%,2%,50.24,1.40%,,,,,,,,,,,,,,,,,
"Oct 09, 2020"," ₹ 3,477.13 ","Oct 09, 2020"," ₹ 3,459.67 "," ₹ 3,482.34 "," ₹ 3,458.07 "," ₹ 3,477.13 ",-,0.88%,1%,24.27,0.70%,,,,,,,,,,,,,,,,,
"Oct 08, 2020"," ₹ 3,446.83 ","Oct 08, 2020"," ₹ 3,434.28 "," ₹ 3,447.28 "," ₹ 3,428.15 "," ₹ 3,446.83 ",-,0.80%,1%,19.13,0.60%,,,,,,,,,,,,,,,,,
"Oct 07, 2020"," ₹ 3,419.45 ","Oct 07, 2020"," ₹ 3,384.56 "," ₹ 3,426.26 "," ₹ 3,384.56 "," ₹ 3,419.45 ",-,1.74%,2%,41.7,1.20%,,,,,,,,,,,,,,,,,
"Oct 06, 2020"," ₹ 3,360.95 ","Oct 06, 2020"," ₹ 3,408.74 "," ₹ 3,431.56 "," ₹ 3,354.54 "," ₹ 3,360.95 ",-,-1.40%,1%,77.02,2.30%,,,,,,,,,,,,,,,,,
"Oct 05, 2020"," ₹ 3,408.63 ","Oct 05, 2020"," ₹ 3,367.27 "," ₹ 3,409.57 "," ₹ 3,367.27 "," ₹ 3,408.63 ",-,1.80%,2%,42.3,1.30%,,,,,,,,,,,,,,,,,
"Oct 02, 2020"," ₹ 3,348.44 ","Oct 02, 2020"," ₹ 3,338.94 "," ₹ 3,369.10 "," ₹ 3,323.69 "," ₹ 3,348.44 ",-,-0.96%,1%,45.41,1.40%,,,,,,,,,,,,,,,,,
"Oct 01, 2020"," ₹ 3,380.80 ","Oct 01, 2020"," ₹ 3,385.87 "," ₹ 3,397.18 "," ₹ 3,361.39 "," ₹ 3,380.80 ",-,0.53%,1%,35.79,1.10%,,,,,,,,,,,,,,,,,
"Sep 30, 2020"," ₹ 3,363.00 ","Sep 30, 2020"," ₹ 3,341.21 "," ₹ 3,393.56 "," ₹ 3,340.47 "," ₹ 3,363.00 ",-,0.83%,1%,53.09,1.60%,,,,,,,,,,,,,,,,,
"Sep 29, 2020"," ₹ 3,335.47 ","Sep 29, 2020"," ₹ 3,350.92 "," ₹ 3,357.92 "," ₹ 3,327.54 "," ₹ 3,335.47 ",-,-0.48%,0%,30.38,0.90%,,,,,,,,,,,,,,,,,
"Sep 28, 2020"," ₹ 3,351.60 ","Sep 28, 2020"," ₹ 3,333.90 "," ₹ 3,360.74 "," ₹ 3,332.91 "," ₹ 3,351.60 ",-,1.61%,2%,27.83,0.80%,,,,,,,,,,,,,,,,,
"Sep 25, 2020"," ₹ 3,298.46 ","Sep 25, 2020"," ₹ 3,236.66 "," ₹ 3,306.88 "," ₹ 3,228.44 "," ₹ 3,298.46 ",-,1.60%,2%,78.44,2.40%,,,,,,,,,,,,,,,,,
"Sep 24, 2020"," ₹ 3,246.59 ","Sep 24, 2020"," ₹ 3,226.14 "," ₹ 3,278.70 "," ₹ 3,209.45 "," ₹ 3,246.59 ",-,0.30%,0%,69.25,2.10%,,,,,,,,,,,,,,,,,
"Sep 23, 2020"," ₹ 3,236.92 ","Sep 23, 2020"," ₹ 3,320.11 "," ₹ 3,323.35 "," ₹ 3,232.57 "," ₹ 3,236.92 ",-,-2.37%,2%,90.78,2.70%,,,,,,,,,,,,,,,,,
"Sep 22, 2020"," ₹ 3,315.57 ","Sep 22, 2020"," ₹ 3,295.75 "," ₹ 3,320.31 "," ₹ 3,270.95 "," ₹ 3,315.57 ",-,1.05%,1%,49.36,1.50%,,,,,,,,,,,,,,,,,
"Sep 21, 2020"," ₹ 3,281.06 ","Sep 21, 2020"," ₹ 3,285.57 "," ₹ 3,285.57 "," ₹ 3,229.10 "," ₹ 3,281.06 ",-,-1.16%,1%,56.47,1.70%,,,,,,,,,,,,,,,,,
"Sep 18, 2020"," ₹ 3,319.47 ","Sep 18, 2020"," ₹ 3,357.38 "," ₹ 3,362.27 "," ₹ 3,292.40 "," ₹ 3,319.47 ",-,-1.12%,1%,69.87,2.10%,,,,,,,,,,,,,,,,,
"Sep 17, 2020"," ₹ 3,357.01 ","Sep 17, 2020"," ₹ 3,346.86 "," ₹ 3,375.17 "," ₹ 3,328.82 "," ₹ 3,357.01 ",-,-0.84%,1%,46.35,1.40%,,,,,,,,,,,,,,,,,
"Sep 16, 2020"," ₹ 3,385.49 ","Sep 16, 2020"," ₹ 3,411.23 "," ₹ 3,428.92 "," ₹ 3,384.45 "," ₹ 3,385.49 ",-,-0.46%,0%,44.47,1.30%,,,,,,,,,,,,,,,,,
"Sep 15, 2020"," ₹ 3,401.20 ","Sep 15, 2020"," ₹ 3,407.73 "," ₹ 3,419.48 "," ₹ 3,389.25 "," ₹ 3,401.20 ",-,0.52%,1%,30.23,0.90%,,,,,,,,,,,,,,,,,
"Sep 14, 2020"," ₹ 3,383.54 ","Sep 14, 2020"," ₹ 3,363.56 "," ₹ 3,402.93 "," ₹ 3,363.56 "," ₹ 3,383.54 ",-,1.27%,1%,39.37,1.20%,,,,,,,,,,,,,,,,,
"Sep 11, 2020"," ₹ 3,340.97 ","Sep 11, 2020"," ₹ 3,352.70 "," ₹ 3,368.95 "," ₹ 3,310.47 "," ₹ 3,340.97 ",-,0.05%,0%,58.48,1.70%,,,,,,,,,,,,,,,,,
"Sep 10, 2020"," ₹ 3,339.19 ","Sep 10, 2020"," ₹ 3,412.56 "," ₹ 3,425.55 "," ₹ 3,329.25 "," ₹ 3,339.19 ",-,-1.76%,2%,96.3,2.80%,,,,,,,,,,,,,,,,,
"Sep 09, 2020"," ₹ 3,398.96 ","Sep 09, 2020"," ₹ 3,369.82 "," ₹ 3,424.77 "," ₹ 3,366.84 "," ₹ 3,398.96 ",-,2.01%,2%,57.93,1.70%,,,,,,,,,,,,,,,,,
"Sep 08, 2020"," ₹ 3,331.84 ","Sep 08, 2020"," ₹ 3,371.88 "," ₹ 3,379.97 "," ₹ 3,329.27 "," ₹ 3,331.84 ",-,-2.78%,3%,50.7,1.50%,,,,,,,,,,,,,,,,,
"Sep 04, 2020"," ₹ 3,426.96 ","Sep 04, 2020"," ₹ 3,453.60 "," ₹ 3,479.15 "," ₹ 3,349.63 "," ₹ 3,426.96 ",-,-0.81%,1%,129.52,3.80%,,,,,,,,,,,,,,,,,
"Sep 03, 2020"," ₹ 3,455.06 ","Sep 03, 2020"," ₹ 3,564.74 "," ₹ 3,564.85 "," ₹ 3,427.41 "," ₹ 3,455.06 ",-,-3.51%,4%,137.44,3.90%,,,,,,,,,,,,,,,,,
"Sep 02, 2020"," ₹ 3,580.84 ","Sep 02, 2020"," ₹ 3,543.76 "," ₹ 3,588.11 "," ₹ 3,535.23 "," ₹ 3,580.84 ",-,1.54%,2%,52.88,1.50%,,,,,,,,,,,,,,,,,
"Sep 01, 2020"," ₹ 3,526.65 ","Sep 01, 2020"," ₹ 3,507.44 "," ₹ 3,528.03 "," ₹ 3,494.60 "," ₹ 3,526.65 ",-,0.75%,1%,33.43,1.00%,,,,,,,,,,,,,,,,,
"Aug 31, 2020"," ₹ 3,500.31 ","Aug 31, 2020"," ₹ 3,509.73 "," ₹ 3,514.77 "," ₹ 3,493.25 "," ₹ 3,500.31 ",-,-0.22%,0%,21.52,0.60%,,,,,,,,,,,,,,,,,
"Aug 28, 2020"," ₹ 3,508.01 ","Aug 28, 2020"," ₹ 3,494.69 "," ₹ 3,509.23 "," ₹ 3,484.32 "," ₹ 3,508.01 ",-,0.67%,1%,24.91,0.70%,,,,,,,,,,,,,,,,,
"Aug 27, 2020"," ₹ 3,484.55 ","Aug 27, 2020"," ₹ 3,485.14 "," ₹ 3,501.38 "," ₹ 3,468.35 "," ₹ 3,484.55 ",-,0.17%,0%,33.03,0.90%,,,,,,,,,,,,,,,,,
"Aug 26, 2020"," ₹ 3,478.73 ","Aug 26, 2020"," ₹ 3,449.97 "," ₹ 3,481.07 "," ₹ 3,444.15 "," ₹ 3,478.73 ",-,1.02%,1%,36.92,1.10%,,,,,,,,,,,,,,,,,
"Aug 25, 2020"," ₹ 3,443.62 ","Aug 25, 2020"," ₹ 3,435.95 "," ₹ 3,444.21 "," ₹ 3,425.84 "," ₹ 3,443.62 ",-,0.36%,0%,18.37,0.50%,,,,,,,,,,,,,,,,,
"Aug 24, 2020"," ₹ 3,431.28 ","Aug 24, 2020"," ₹ 3,418.09 "," ₹ 3,432.09 "," ₹ 3,413.13 "," ₹ 3,431.28 ",-,1.00%,1%,18.96,0.60%,,,,,,,,,,,,,,,,,
"Aug 21, 2020"," ₹ 3,397.16 ","Aug 21, 2020"," ₹ 3,386.01 "," ₹ 3,399.96 "," ₹ 3,379.31 "," ₹ 3,397.16 ",-,0.34%,0%,20.65,0.60%,,,,,,,,,,,,,,,,,
"Aug 20, 2020"," ₹ 3,385.51 ","Aug 20, 2020"," ₹ 3,360.48 "," ₹ 3,390.80 "," ₹ 3,354.69 "," ₹ 3,385.51 ",-,0.32%,0%,36.11,1.10%,,,,,,,,,,,,,,,,,
"Aug 19, 2020"," ₹ 3,374.85 ","Aug 19, 2020"," ₹ 3,392.51 "," ₹ 3,399.54 "," ₹ 3,369.66 "," ₹ 3,374.85 ",-,-0.44%,0%,29.88,0.90%,,,,,,,,,,,,,,,,,
"Aug 18, 2020"," ₹ 3,389.78 ","Aug 18, 2020"," ₹ 3,387.04 "," ₹ 3,395.06 "," ₹ 3,370.15 "," ₹ 3,389.78 ",-,0.23%,0%,24.91,0.70%,,,,,,,,,,,,,,,,,
"Aug 17, 2020"," ₹ 3,381.99 ","Aug 17, 2020"," ₹ 3,380.86 "," ₹ 3,387.59 "," ₹ 3,379.22 "," ₹ 3,381.99 ",-,0.27%,0%,8.37,0.20%,,,,,,,,,,,,,,,,,
"Aug 14, 2020"," ₹ 3,372.85 ","Aug 14, 2020"," ₹ 3,368.66 "," ₹ 3,378.51 "," ₹ 3,361.64 "," ₹ 3,372.85 ",-,-0.02%,0%,16.87,0.50%,,,,,,,,,,,,,,,,,
"Aug 13, 2020"," ₹ 3,373.43 ","Aug 13, 2020"," ₹ 3,372.95 "," ₹ 3,387.24 "," ₹ 3,363.35 "," ₹ 3,373.43 ",-,-0.20%,0%,23.89,0.70%,,,,,,,,,,,,,,,,,
