Date,Price,Date,Open,High,Low,Close price,Vol.,Change %,,Volatility,Daily volatility,,,,,,,,,,,,,,,,,
"Jul 01, 2021"," ₹ 4,319.94 ","Jul 01, 2021"," ₹ 4,300.73 "," ₹ 4,320.66 "," ₹ 4,300.73 "," ₹ 4,319.94 ",-,0.52%,1%,19.93,0.50%,,,,,,,,,,,,,,,,,
"Jun 30, 2021"," ₹ 4,297.50 ","Jun 30, 2021"," ₹ 4,290.65 "," ₹ 4,302.43 "," ₹ 4,287.96 "," ₹ 4,297.50 ",-,0.13%,0%,14.47,0.30%,,,,,,,,,,,,,,,,,
"Jun 29, 2021"," ₹ 4,291.80 ","Jun 29, 2021"," ₹ 4,293.21 "," ₹ 4,300.52 "," ₹ 4,287.04 "," ₹ 4,291.80 ",-,0.03%,0%,13.48,0.30%,,,,,,,,,,,,,,,,,
"Jun 28, 2021"," ₹ 4,290.61 ","Jun 28, 2021"," ₹ 4,284.90 "," ₹ 4,292.14 "," ₹ 4,274.67 "," ₹ 4,290.61 ",-,0.23%,0%,17.47,0.40%,,,,,,,,,,,,,,,,,
"Jun 25, 2021"," ₹ 4,280.70 ","Jun 25, 2021"," ₹ 4,274.45 "," ₹ 4,286.12 "," ₹ 4,271.16 "," ₹ 4,280.70 ",-,0.33%,0%,14.96,0.30%,,,,,,,,,,,,,,,,,
"Jun 24, 2021"," ₹ 4,266.49 ","Jun 24, 2021"," ₹ 4,256.97 "," ₹ 4,271.28 "," ₹ 4,256.97 "," ₹ 4,266.49 ",-,0.58%,1%,14.31,0.30%,,,,,,,,,,,,,,,,Highest price ever," ₹ 4,393.68 "
"Jun 23, 2021"," ₹ 4,241.84 ","Jun 23, 2021"," ₹ 4,249.27 "," ₹ 4,256.60 "," ₹ 4,241.43 "," ₹ 4,241.84 ",-,-0.11%,0%,15.17,0.40%,,,,,,,,,,,,,,,,Lowest price ever," ₹ 2,191.86 "
"Jun 22, 2021"," ₹ 4,246.44 ","Jun 22, 2021"," ₹ 4,224.61 "," ₹ 4,255.84 "," ₹ 4,217.27 "," ₹ 4,246.44 ",-,0.51%,1%,38.57,0.90%,,,,,,,,,,,,,,,,Standard deviation,₹ 474.49
"Jun 21, 2021"," ₹ 4,224.79 ","Jun 21, 2021"," ₹ 4,173.40 "," ₹ 4,226.24 "," ₹ 4,173.40 "," ₹ 4,224.79 ",-,1.40%,1%,52.84,1.30%,,,,,,,,,,,,,,,,Highest price movement,11.98%
"Jun 18, 2021"," ₹ 4,166.45 ","Jun 18, 2021"," ₹ 4,204.78 "," ₹ 4,204.78 "," ₹ 4,164.40 "," ₹ 4,166.45 ",-,-1.31%,1%,40.38,1.00%,,,,,,,,,,,,,,,,Lowest price movement,0.00%
"Jun 17, 2021"," ₹ 4,221.86 ","Jun 17, 2021"," ₹ 4,220.37 "," ₹ 4,232.29 "," ₹ 4,196.05 "," ₹ 4,221.86 ",-,-0.04%,0%,36.24,0.90%,,,,,,,,,,,,,,,,,
"Jun 16, 2021"," ₹ 4,223.70 ","Jun 16, 2021"," ₹ 4,248.87 "," ₹ 4,251.89 "," ₹ 4,202.45 "," ₹ 4,223.70 ",-,-0.54%,1%,49.44,1.20%,,,,,,,,,,,,,,,,Average daily volatility,1.31%
"Jun 15, 2021"," ₹ 4,246.59 ","Jun 15, 2021"," ₹ 4,255.28 "," ₹ 4,257.16 "," ₹ 4,238.35 "," ₹ 4,246.59 ",-,-0.20%,0%,18.81,0.40%,,,,,,,,,,,,,,,,,
"Jun 14, 2021"," ₹ 4,255.15 ","Jun 14, 2021"," ₹ 4,248.31 "," ₹ 4,255.59 "," ₹ 4,234.07 "," ₹ 4,255.15 ",-,0.18%,0%,21.52,0.50%,,,,,,,,,,,,,,,,Highest price (prediction)," ₹ 5,342.66 "
"Jun 11, 2021"," ₹ 4,247.44 ","Jun 11, 2021"," ₹ 4,242.90 "," ₹ 4,248.38 "," ₹ 4,232.25 "," ₹ 4,247.44 ",-,0.19%,0%,16.13,0.40%,,,,,,,,,,,,,,,,Lowest price (prediction)," ₹ 1,242.88 "
"Jun 10, 2021"," ₹ 4,239.18 ","Jun 10, 2021"," ₹ 4,228.56 "," ₹ 4,249.74 "," ₹ 4,220.34 "," ₹ 4,239.18 ",-,0.47%,0%,29.4,0.70%,,,,,,,,,,,,,,,,,
"Jun 09, 2021"," ₹ 4,219.55 ","Jun 09, 2021"," ₹ 4,232.99 "," ₹ 4,237.09 "," ₹ 4,218.74 "," ₹ 4,219.55 ",-,-0.18%,0%,18.35,0.40%,,,,,,,,,,,,,,,,,
"Jun 08, 2021"," ₹ 4,227.26 ","Jun 08, 2021"," ₹ 4,233.81 "," ₹ 4,236.74 "," ₹ 4,208.41 "," ₹ 4,227.26 ",-,0.02%,0%,28.33,0.70%,,,,,,,,,,,,,,,,,
"Jun 07, 2021"," ₹ 4,226.52 ","Jun 07, 2021"," ₹ 4,229.34 "," ₹ 4,232.34 "," ₹ 4,215.66 "," ₹ 4,226.52 ",-,-0.08%,0%,16.68,0.40%,,,,,,,,,,,,,,,,,
"Jun 04, 2021"," ₹ 4,229.89 ","Jun 04, 2021"," ₹ 4,206.05 "," ₹ 4,233.45 "," ₹ 4,206.05 "," ₹ 4,229.89 ",-,0.88%,1%,27.4,0.70%,,,,,,,,,,,,,,,,,
"Jun 03, 2021"," ₹ 4,192.85 ","Jun 03, 2021"," ₹ 4,191.43 "," ₹ 4,204.39 "," ₹ 4,167.93 "," ₹ 4,192.85 ",-,-0.36%,0%,36.46,0.90%,,,,,,,,,,,,,,,,,
"Jun 02, 2021"," ₹ 4,208.12 ","Jun 02, 2021"," ₹ 4,206.82 "," ₹ 4,217.37 "," ₹ 4,198.27 "," ₹ 4,208.12 ",-,0.14%,0%,19.1,0.50%,,,,,,,,,,,,,,,,,
"Jun 01, 2021"," ₹ 4,202.04 ","Jun 01, 2021"," ₹ 4,216.52 "," ₹ 4,234.12 "," ₹ 4,197.59 "," ₹ 4,202.04 ",-,-0.05%,0%,36.53,0.90%,,,,,,,,,,,,,,,,,
"May 28, 2021"," ₹ 4,204.11 ","May 28, 2021"," ₹ 4,210.77 "," ₹ 4,218.36 "," ₹ 4,203.57 "," ₹ 4,204.11 ",-,0.08%,0%,14.79,0.40%,,,,,,,,,,,,,,,,,
"May 27, 2021"," ₹ 4,200.88 ","May 27, 2021"," ₹ 4,201.94 "," ₹ 4,213.38 "," ₹ 4,197.78 "," ₹ 4,200.88 ",-,0.12%,0%,15.6,0.40%,,,,,,,,,,,,,,,,,
"May 26, 2021"," ₹ 4,195.99 ","May 26, 2021"," ₹ 4,191.59 "," ₹ 4,202.61 "," ₹ 4,184.11 "," ₹ 4,195.99 ",-,0.19%,0%,18.5,0.40%,,,,,,,,,,,,,,,,,
"May 25, 2021"," ₹ 4,188.13 ","May 25, 2021"," ₹ 4,205.94 "," ₹ 4,213.42 "," ₹ 4,182.52 "," ₹ 4,188.13 ",-,-0.21%,0%,30.9,0.70%,,,,,,,,,,,,,,,,,
"May 24, 2021"," ₹ 4,197.05 ","May 24, 2021"," ₹ 4,170.16 "," ₹ 4,209.52 "," ₹ 4,170.16 "," ₹ 4,197.05 ",-,0.99%,1%,39.36,0.90%,,,,,,,,,,,,,,,,,
"May 21, 2021"," ₹ 4,155.86 ","May 21, 2021"," ₹ 4,168.61 "," ₹ 4,188.72 "," ₹ 4,151.72 "," ₹ 4,155.86 ",-,-0.08%,0%,37,0.90%,,,,,,,,,,,,,,,,,
"May 20, 2021"," ₹ 4,159.12 ","May 20, 2021"," ₹ 4,121.97 "," ₹ 4,172.80 "," ₹ 4,121.97 "," ₹ 4,159.12 ",-,1.06%,1%,50.83,1.20%,,,,,,,,,,,,,,,,,
"May 19, 2021"," ₹ 4,115.68 ","May 19, 2021"," ₹ 4,098.45 "," ₹ 4,116.93 "," ₹ 4,061.41 "," ₹ 4,115.68 ",-,-0.29%,0%,55.52,1.40%,,,,,,,,,,,,,,,,,
"May 18, 2021"," ₹ 4,127.83 ","May 18, 2021"," ₹ 4,165.94 "," ₹ 4,169.15 "," ₹ 4,125.99 "," ₹ 4,127.83 ",-,-0.85%,1%,43.16,1.00%,,,,,,,,,,,,,,,,,
"May 17, 2021"," ₹ 4,163.29 ","May 17, 2021"," ₹ 4,169.92 "," ₹ 4,171.92 "," ₹ 4,142.69 "," ₹ 4,163.29 ",-,-0.25%,0%,29.23,0.70%,,,,,,,,,,,,,,,,,
"May 14, 2021"," ₹ 4,173.85 ","May 14, 2021"," ₹ 4,129.58 "," ₹ 4,183.13 "," ₹ 4,129.58 "," ₹ 4,173.85 ",-,1.49%,1%,53.55,1.30%,,,,,,,,,,,,,,,,,
"May 13, 2021"," ₹ 4,112.50 ","May 13, 2021"," ₹ 4,074.99 "," ₹ 4,131.58 "," ₹ 4,074.99 "," ₹ 4,112.50 ",-,1.22%,1%,56.59,1.40%,,,,,,,,,,,,,,,,,
"May 12, 2021"," ₹ 4,063.04 ","May 12, 2021"," ₹ 4,130.55 "," ₹ 4,134.73 "," ₹ 4,056.88 "," ₹ 4,063.04 ",-,-2.14%,2%,77.85,1.90%,,,,,,,,,,,,,,,,,
"May 11, 2021"," ₹ 4,152.10 ","May 11, 2021"," ₹ 4,150.34 "," ₹ 4,162.04 "," ₹ 4,111.53 "," ₹ 4,152.10 ",-,-0.87%,1%,50.51,1.20%,,,,,,,,,,,,,,,,,
"May 10, 2021"," ₹ 4,188.43 ","May 10, 2021"," ₹ 4,228.29 "," ₹ 4,236.39 "," ₹ 4,188.13 "," ₹ 4,188.43 ",-,-1.04%,1%,48.26,1.10%,,,,,,,,,,,,,,,,,
"May 07, 2021"," ₹ 4,232.60 ","May 07, 2021"," ₹ 4,210.34 "," ₹ 4,238.04 "," ₹ 4,201.64 "," ₹ 4,232.60 ",-,0.74%,1%,36.4,0.90%,,,,,,,,,,,,,,,,,
"May 06, 2021"," ₹ 4,201.62 ","May 06, 2021"," ₹ 4,169.14 "," ₹ 4,202.70 "," ₹ 4,147.33 "," ₹ 4,201.62 ",-,0.82%,1%,55.37,1.30%,,,,,,,,,,,,,,,,,
"May 05, 2021"," ₹ 4,167.59 ","May 05, 2021"," ₹ 4,177.06 "," ₹ 4,187.72 "," ₹ 4,160.94 "," ₹ 4,167.59 ",-,0.07%,0%,26.78,0.60%,,,,,,,,,,,,,,,,,
"May 04, 2021"," ₹ 4,164.66 ","May 04, 2021"," ₹ 4,179.04 "," ₹ 4,179.04 "," ₹ 4,128.59 "," ₹ 4,164.66 ",-,-0.67%,1%,50.45,1.20%,,,,,,,,,,,,,,,,,
"May 03, 2021"," ₹ 4,192.66 ","May 03, 2021"," ₹ 4,191.98 "," ₹ 4,209.39 "," ₹ 4,188.03 "," ₹ 4,192.66 ",-,0.27%,0%,21.36,0.50%,,,,,,,,,,,,,,,,,
"Apr 30, 2021"," ₹ 4,181.17 ","Apr 30, 2021"," ₹ 4,198.10 "," ₹ 4,198.10 "," ₹ 4,174.85 "," ₹ 4,181.17 ",-,-0.72%,1%,23.25,0.60%,,,,,,,,,,,,,,,,,
"Apr 29, 2021"," ₹ 4,211.47 ","Apr 29, 2021"," ₹ 4,206.14 "," ₹ 4,218.78 "," ₹ 4,176.81 "," ₹ 4,211.47 ",-,0.68%,1%,41.97,1.00%,,,,,,,,,,,,,,,,,
"Apr 28, 2021"," ₹ 4,183.18 ","Apr 28, 2021"," ₹ 4,185.14 "," ₹ 4,201.53 "," ₹ 4,181.78 "," ₹ 4,183.18 ",-,-0.08%,0%,19.75,0.50%,,,,,,,,,,,,,,,,,
"Apr 27, 2021"," ₹ 4,186.72 ","Apr 27, 2021"," ₹ 4,188.25 "," ₹ 4,193.35 "," ₹ 4,176.22 "," ₹ 4,186.72 ",-,-0.02%,0%,17.13,0.40%,,,,,,,,,,,,,,,,,
"Apr 26, 2021"," ₹ 4,187.62 ","Apr 26, 2021"," ₹ 4,185.03 "," ₹ 4,194.19 "," ₹ 4,182.36 "," ₹ 4,187.62 ",-,0.18%,0%,11.83,0.30%,,,,,,,,,,,,,,,,,
"Apr 23, 2021"," ₹ 4,180.17 ","Apr 23, 2021"," ₹ 4,138.78 "," ₹ 4,194.17 "," ₹ 4,138.78 "," ₹ 4,180.17 ",-,1.09%,1%,55.39,1.30%,,,,,,,,,,,,,,,,,
"Apr 22, 2021"," ₹ 4,134.98 ","Apr 22, 2021"," ₹ 4,170.46 "," ₹ 4,179.57 "," ₹ 4,123.69 "," ₹ 4,134.98 ",-,-0.92%,1%,55.88,1.30%,,,,,,,,,,,,,,,,,
"Apr 21, 2021"," ₹ 4,173.42 ","Apr 21, 2021"," ₹ 4,128.42 "," ₹ 4,175.02 "," ₹ 4,126.35 "," ₹ 4,173.42 ",-,0.93%,1%,48.67,1.20%,,,,,,,,,,,,,,,,,
"Apr 20, 2021"," ₹ 4,134.94 ","Apr 20, 2021"," ₹ 4,159.18 "," ₹ 4,159.18 "," ₹ 4,118.38 "," ₹ 4,134.94 ",-,-0.68%,1%,40.8,1.00%,,,,,,,,,,,,,,,,,
"Apr 19, 2021"," ₹ 4,163.26 ","Apr 19, 2021"," ₹ 4,179.80 "," ₹ 4,180.81 "," ₹ 4,150.47 "," ₹ 4,163.26 ",-,-0.53%,1%,30.34,0.70%,,,,,,,,,,,,,,,,,
"Apr 16, 2021"," ₹ 4,185.47 ","Apr 16, 2021"," ₹ 4,174.14 "," ₹ 4,191.31 "," ₹ 4,170.75 "," ₹ 4,185.47 ",-,0.36%,0%,20.56,0.50%,,,,,,,,,,,,,,,,,
"Apr 15, 2021"," ₹ 4,170.42 ","Apr 15, 2021"," ₹ 4,139.76 "," ₹ 4,173.49 "," ₹ 4,139.76 "," ₹ 4,170.42 ",-,1.11%,1%,33.73,0.80%,,,,,,,,,,,,,,,,,
"Apr 14, 2021"," ₹ 4,124.66 ","Apr 14, 2021"," ₹ 4,141.58 "," ₹ 4,151.69 "," ₹ 4,120.87 "," ₹ 4,124.66 ",-,-0.41%,0%,30.82,0.70%,,,,,,,,,,,,,,,,,
"Apr 13, 2021"," ₹ 4,141.59 ","Apr 13, 2021"," ₹ 4,130.10 "," ₹ 4,148.00 "," ₹ 4,124.43 "," ₹ 4,141.59 ",-,0.33%,0%,23.57,0.60%,,,,,,,,,,,,,,,,,
"Apr 12, 2021"," ₹ 4,127.99 ","Apr 12, 2021"," ₹ 4,124.71 "," ₹ 4,131.76 "," ₹ 4,114.82 "," ₹ 4,127.99 ",-,-0.02%,0%,16.94,0.40%,,,,,,,,,,,,,,,,,
"Apr 09, 2021"," ₹ 4,128.80 ","Apr 09, 2021"," ₹ 4,096.11 "," ₹ 4,129.48 "," ₹ 4,095.51 "," ₹ 4,128.80 ",-,0.77%,1%,33.97,0.80%,,,,,,,,,,,,,,,,,
"Apr 08, 2021"," ₹ 4,097.17 ","Apr 08, 2021"," ₹ 4,089.95 "," ₹ 4,098.19 "," ₹ 4,082.54 "," ₹ 4,097.17 ",-,0.42%,0%,15.65,0.40%,,,,,,,,,,,,,,,,,
"Apr 07, 2021"," ₹ 4,079.95 ","Apr 07, 2021"," ₹ 4,074.29 "," ₹ 4,083.13 "," ₹ 4,068.31 "," ₹ 4,079.95 ",-,0.15%,0%,14.82,0.40%,,,,,,,,,,,,,,,,,
"Apr 06, 2021"," ₹ 4,073.94 ","Apr 06, 2021"," ₹ 4,075.57 "," ₹ 4,086.23 "," ₹ 4,068.14 "," ₹ 4,073.94 ",-,-0.10%,0%,18.09,0.40%,,,,,,,,,,,,,,,,,
"Apr 05, 2021"," ₹ 4,077.91 ","Apr 05, 2021"," ₹ 4,034.44 "," ₹ 4,083.42 "," ₹ 4,034.44 "," ₹ 4,077.91 ",-,1.44%,1%,48.98,1.20%,,,,,,,,,,,,,,,,,
"Apr 01, 2021"," ₹ 4,019.87 ","Apr 01, 2021"," ₹ 3,992.78 "," ₹ 4,020.63 "," ₹ 3,992.78 "," ₹ 4,019.87 ",-,1.18%,1%,27.85,0.70%,,,,,,,,,,,,,,,,,
"Mar 31, 2021"," ₹ 3,972.89 ","Mar 31, 2021"," ₹ 3,967.25 "," ₹ 3,994.41 "," ₹ 3,966.98 "," ₹ 3,972.89 ",-,0.36%,0%,27.43,0.70%,,,,,,,,,,,,,,,,,
"Mar 30, 2021"," ₹ 3,958.55 ","Mar 30, 2021"," ₹ 3,963.34 "," ₹ 3,968.01 "," ₹ 3,944.35 "," ₹ 3,958.55 ",-,-0.32%,0%,23.66,0.60%,,,,,,,,,,,,,,,,,
"Mar 29, 2021"," ₹ 3,971.09 ","Mar 29, 2021"," ₹ 3,969.31 "," ₹ 3,981.83 "," ₹ 3,943.25 "," ₹ 3,971.09 ",-,-0.09%,0%,38.58,1.00%,,,,,,,,,,,,,,,,,
"Mar 26, 2021"," ₹ 3,974.54 ","Mar 26, 2021"," ₹ 3,917.12 "," ₹ 3,978.19 "," ₹ 3,917.12 "," ₹ 3,974.54 ",-,1.66%,2%,61.07,1.60%,,,,,,,,,,,,,,,,,
"Mar 25, 2021"," ₹ 3,909.52 ","Mar 25, 2021"," ₹ 3,879.34 "," ₹ 3,919.54 "," ₹ 3,853.50 "," ₹ 3,909.52 ",-,0.52%,1%,66.04,1.70%,,,,,,,,,,,,,,,,,
"Mar 24, 2021"," ₹ 3,889.14 ","Mar 24, 2021"," ₹ 3,919.93 "," ₹ 3,942.08 "," ₹ 3,889.07 "," ₹ 3,889.14 ",-,-0.55%,1%,53.01,1.40%,,,,,,,,,,,,,,,,,
"Mar 23, 2021"," ₹ 3,910.52 ","Mar 23, 2021"," ₹ 3,937.60 "," ₹ 3,949.13 "," ₹ 3,901.57 "," ₹ 3,910.52 ",-,-0.76%,1%,47.56,1.20%,,,,,,,,,,,,,,,,,
"Mar 22, 2021"," ₹ 3,940.59 ","Mar 22, 2021"," ₹ 3,916.48 "," ₹ 3,955.31 "," ₹ 3,914.16 "," ₹ 3,940.59 ",-,0.70%,1%,41.15,1.10%,,,,,,,,,,,,,,,,,
"Mar 19, 2021"," ₹ 3,913.10 ","Mar 19, 2021"," ₹ 3,913.14 "," ₹ 3,930.12 "," ₹ 3,886.75 "," ₹ 3,913.10 ",-,-0.06%,0%,43.37,1.10%,,,,,,,,,,,,,,,,,
"Mar 18, 2021"," ₹ 3,915.46 ","Mar 18, 2021"," ₹ 3,953.50 "," ₹ 3,969.62 "," ₹ 3,910.86 "," ₹ 3,915.46 ",-,-1.48%,1%,58.76,1.50%,,,,,,,,,,,,,,,,,
"Mar 17, 2021"," ₹ 3,974.12 ","Mar 17, 2021"," ₹ 3,949.57 "," ₹ 3,983.87 "," ₹ 3,935.74 "," ₹ 3,974.12 ",-,0.29%,0%,48.13,1.20%,,,,,,,,,,,,,,,,,
"Mar 16, 2021"," ₹ 3,962.71 ","Mar 16, 2021"," ₹ 3,973.59 "," ₹ 3,981.04 "," ₹ 3,953.44 "," ₹ 3,962.71 ",-,-0.16%,0%,27.6,0.70%,,,,,,,,,,,,,,,,,
"Mar 15, 2021"," ₹ 3,968.94 ","Mar 15, 2021"," ₹ 3,942.96 "," ₹ 3,970.08 "," ₹ 3,923.54 "," ₹ 3,968.94 ",-,0.65%,1%,46.54,1.20%,,,,,,,,,,,,,,,,,
"Mar 12, 2021"," ₹ 3,943.34 ","Mar 12, 2021"," ₹ 3,924.52 "," ₹ 3,944.99 "," ₹ 3,915.21 "," ₹ 3,943.34 ",-,0.10%,0%,29.78,0.80%,,,,,,,,,,,,,,,,,
"Mar 11, 2021"," ₹ 3,939.34 ","Mar 11, 2021"," ₹ 3,915.54 "," ₹ 3,960.27 "," ₹ 3,915.54 "," ₹ 3,939.34 ",-,1.04%,1%,44.73,1.10%,,,,,,,,,,,,,,,,,
"Mar 10, 2021"," ₹ 3,898.81 ","Mar 10, 2021"," ₹ 3,891.99 "," ₹ 3,917.35 "," ₹ 3,885.73 "," ₹ 3,898.81 ",-,0.60%,1%,31.62,0.80%,,,,,,,,,,,,,,,,,
"Mar 09, 2021"," ₹ 3,875.44 ","Mar 09, 2021"," ₹ 3,851.93 "," ₹ 3,903.76 "," ₹ 3,851.93 "," ₹ 3,875.44 ",-,1.42%,1%,51.83,1.30%,,,,,,,,,,,,,,,,,
"Mar 08, 2021"," ₹ 3,821.35 ","Mar 08, 2021"," ₹ 3,844.39 "," ₹ 3,881.06 "," ₹ 3,819.25 "," ₹ 3,821.35 ",-,-0.54%,1%,61.81,1.60%,,,,,,,,,,,,,,,,,
"Mar 05, 2021"," ₹ 3,841.94 ","Mar 05, 2021"," ₹ 3,793.58 "," ₹ 3,851.69 "," ₹ 3,730.19 "," ₹ 3,841.94 ",-,1.95%,2%,121.5,3.20%,,,,,,,,,,,,,,,,,
"Mar 04, 2021"," ₹ 3,768.47 ","Mar 04, 2021"," ₹ 3,818.53 "," ₹ 3,843.67 "," ₹ 3,723.34 "," ₹ 3,768.47 ",-,-1.34%,1%,120.33,3.20%,,,,,,,,,,,,,,,,,
"Mar 03, 2021"," ₹ 3,819.72 ","Mar 03, 2021"," ₹ 3,863.99 "," ₹ 3,874.47 "," ₹ 3,818.86 "," ₹ 3,819.72 ",-,-1.31%,1%,55.61,1.40%,,,,,,,,,,,,,,,,,
"Mar 02, 2021"," ₹ 3,870.29 ","Mar 02, 2021"," ₹ 3,903.64 "," ₹ 3,906.41 "," ₹ 3,868.57 "," ₹ 3,870.29 ",-,-0.81%,1%,37.84,1.00%,,,,,,,,,,,,,,,,,
"Mar 01, 2021"," ₹ 3,901.82 ","Mar 01, 2021"," ₹ 3,842.51 "," ₹ 3,914.50 "," ₹ 3,842.51 "," ₹ 3,901.82 ",-,2.38%,2%,71.99,1.90%,,,,,,,,,,,,,,,,,
"Feb 26, 2021"," ₹ 3,811.15 ","Feb 26, 2021"," ₹ 3,839.66 "," ₹ 3,861.08 "," ₹ 3,789.54 "," ₹ 3,811.15 ",-,-0.48%,0%,71.54,1.90%,,,,,,,,,,,,,,,,,
"Feb 25, 2021"," ₹ 3,829.34 ","Feb 25, 2021"," ₹ 3,915.80 "," ₹ 3,925.02 "," ₹ 3,814.04 "," ₹ 3,829.34 ",-,-2.45%,2%,110.98,2.80%,,,,,,,,,,,,,,,,,
"Feb 24, 2021"," ₹ 3,925.43 ","Feb 24, 2021"," ₹ 3,873.71 "," ₹ 3,928.65 "," ₹ 3,859.60 "," ₹ 3,925.43 ",-,1.14%,1%,69.05,1.80%,,,,,,,,,,,,,,,,,
"Feb 23, 2021"," ₹ 3,881.37 ","Feb 23, 2021"," ₹ 3,857.07 "," ₹ 3,895.98 "," ₹ 3,805.59 "," ₹ 3,881.37 ",-,0.13%,0%,90.39,2.30%,,,,,,,,,,,,,,,,,
"Feb 22, 2021"," ₹ 3,876.50 ","Feb 22, 2021"," ₹ 3,885.55 "," ₹ 3,902.92 "," ₹ 3,874.71 "," ₹ 3,876.50 ",-,-0.77%,1%,28.21,0.70%,,,,,,,,,,,,,,,,,
"Feb 19, 2021"," ₹ 3,906.71 ","Feb 19, 2021"," ₹ 3,921.16 "," ₹ 3,930.41 "," ₹ 3,903.07 "," ₹ 3,906.71 ",-,-0.19%,0%,27.34,0.70%,,,,,,,,,,,,,,,,,
"Feb 18, 2021"," ₹ 3,913.97 ","Feb 18, 2021"," ₹ 3,915.86 "," ₹ 3,921.98 "," ₹ 3,885.03 "," ₹ 3,913.97 ",-,-0.44%,0%,36.95,0.90%,,,,,,,,,,,,,,,,,
"Feb 17, 2021"," ₹ 3,931.33 ","Feb 17, 2021"," ₹ 3,918.50 "," ₹ 3,933.61 "," ₹ 3,900.43 "," ₹ 3,931.33 ",-,-0.03%,0%,33.18,0.80%,,,,,,,,,,,,,,,,,
"Feb 16, 2021"," ₹ 3,932.59 ","Feb 16, 2021"," ₹ 3,939.61 "," ₹ 3,950.43 "," ₹ 3,923.85 "," ₹ 3,932.59 ",-,-0.06%,0%,26.58,0.70%,,,,,,,,,,,,,,,,,
"Feb 12, 2021"," ₹ 3,934.83 ","Feb 12, 2021"," ₹ 3,911.65 "," ₹ 3,937.23 "," ₹ 3,905.78 "," ₹ 3,934.83 ",-,0.47%,0%,31.45,0.80%,,,,,,,,,,,,,,,,,
"Feb 11, 2021"," ₹ 3,916.38 ","Feb 11, 2021"," ₹ 3,916.40 "," ₹ 3,925.99 "," ₹ 3,890.39 "," ₹ 3,916.38 ",-,0.17%,0%,35.6,0.90%,,,,,,,,,,,,,,,,,
"Feb 10, 2021"," ₹ 3,909.88 ","Feb 10, 2021"," ₹ 3,920.78 "," ₹ 3,931.50 "," ₹ 3,884.94 "," ₹ 3,909.88 ",-,-0.03%,0%,46.56,1.20%,,,,,,,,,,,,,,,,,
"Feb 09, 2021"," ₹ 3,911.23 ","Feb 09, 2021"," ₹ 3,910.49 "," ₹ 3,918.35 "," ₹ 3,902.64 "," ₹ 3,911.23 ",-,-0.11%,0%,15.71,0.40%,,,,,,,,,,,,,,,,,
"Feb 08, 2021"," ₹ 3,915.59 ","Feb 08, 2021"," ₹ 3,892.59 "," ₹ 3,915.77 "," ₹ 3,892.59 "," ₹ 3,915.59 ",-,0.74%,1%,23.18,0.60%,,,,,,,,,,,,,,,,,
"Feb 05, 2021"," ₹ 3,886.83 ","Feb 05, 2021"," ₹ 3,878.30 "," ₹ 3,894.56 "," ₹ 3,874.93 "," ₹ 3,886.83 ",-,0.39%,0%,19.63,0.50%,,,,,,,,,,,,,,,,,
"Feb 04, 2021"," ₹ 3,871.74 ","Feb 04, 2021"," ₹ 3,836.66 "," ₹ 3,872.42 "," ₹ 3,836.66 "," ₹ 3,871.74 ",-,1.09%,1%,35.76,0.90%,,,,,,,,,,,,,,,,,
"Feb 03, 2021"," ₹ 3,830.17 ","Feb 03, 2021"," ₹ 3,840.27 "," ₹ 3,847.51 "," ₹ 3,816.68 "," ₹ 3,830.17 ",-,0.10%,0%,30.83,0.80%,,,,,,,,,,,,,,,,,
"Feb 02, 2021"," ₹ 3,826.31 ","Feb 02, 2021"," ₹ 3,791.84 "," ₹ 3,843.09 "," ₹ 3,791.84 "," ₹ 3,826.31 ",-,1.39%,1%,51.25,1.40%,,,,,,,,,,,,,,,,,
"Feb 01, 2021"," ₹ 3,773.86 ","Feb 01, 2021"," ₹ 3,731.17 "," ₹ 3,784.32 "," ₹ 3,725.62 "," ₹ 3,773.86 ",-,1.61%,2%,58.7,1.60%,,,,,,,,,,,,,,,,,
"Jan 29, 2021"," ₹ 3,714.24 ","Jan 29, 2021"," ₹ 3,778.05 "," ₹ 3,778.05 "," ₹ 3,694.12 "," ₹ 3,714.24 ",-,-1.93%,2%,83.93,2.20%,,,,,,,,,,,,,,,,,
"Jan 28, 2021"," ₹ 3,787.38 ","Jan 28, 2021"," ₹ 3,755.75 "," ₹ 3,830.50 "," ₹ 3,755.75 "," ₹ 3,787.38 ",-,0.98%,1%,74.75,2.00%,,,,,,,,,,,,,,,,,
"Jan 27, 2021"," ₹ 3,750.77 ","Jan 27, 2021"," ₹ 3,836.83 "," ₹ 3,836.83 "," ₹ 3,732.48 "," ₹ 3,750.77 ",-,-2.57%,3%,104.35,2.70%,,,,,,,,,,,,,,,,,
"Jan 26, 2021"," ₹ 3,849.62 ","Jan 26, 2021"," ₹ 3,862.96 "," ₹ 3,870.90 "," ₹ 3,847.78 "," ₹ 3,849.62 ",-,-0.15%,0%,23.12,0.60%,,,,,,,,,,,,,,,,,
"Jan 25, 2021"," ₹ 3,855.36 ","Jan 25, 2021"," ₹ 3,851.68 "," ₹ 3,859.23 "," ₹ 3,797.16 "," ₹ 3,855.36 ",-,0.36%,0%,62.07,1.60%,,,,,,,,,,,,,,,,,
